Approved symbol	Mouse genome database ID
NUCB2	MGI:1858179
NUCKS1	MGI:1934811
NUCKS1P1	
NUDC	MGI:106014
NUDCD1	MGI:1914679
NUDCD2	MGI:1277103
NUDCD3	MGI:2144158
NUDCP1	
NUDCP2	
NUDT1	MGI:109280
NUDT2	MGI:1913651
NUDT3	MGI:1928484
NUDT4	MGI:1918457
NUDT4B	
NUDT4P2	
NUDT5	MGI:1858232
NUDT5P1	
NUDT6	MGI:2387618
NUDT7	MGI:1914778
NUDT8	MGI:1913637
NUDT9	MGI:1921417
NUDT9P1	
NUDT10	MGI:2147931, MGI:1930957
NUDT11	MGI:2147931, MGI:1930957
NUDT12	MGI:1915243
NUDT13	MGI:1914975
NUDT14	MGI:1913424
NUDT15	MGI:2443366
NUDT15P1	
NUDT15P2	
NUDT16	MGI:1922936
NUDT16-DT	
NUDT16L1	MGI:1914161
NUDT16L2P	MGI:1920782
NUDT17	MGI:1925623
NUDT18	MGI:2385853
NUDT19	MGI:94203
NUDT19-DT	
NUDT19P1	
NUDT19P2	
NUDT19P3	
NUDT19P4	
NUDT19P5	
NUDT19P6	
NUDT21	MGI:1915469
NUDT21P1	
NUDT22	MGI:1915573
NUF2	MGI:1914227
NUFIP1	MGI:1351474
NUFIP1P1	
NUFIP2	MGI:1915814
NUGGC	MGI:2685446
NUMA1	MGI:2443665
NUMB	MGI:107423
NUMBL	MGI:894702
NUP35	MGI:1916732
NUP35P1	
NUP35P2	
NUP37	MGI:1919964
NUP42	MGI:2387631
NUP43	MGI:1917162
NUP50	MGI:1351502
NUP50-DT	
NUP50P1	
NUP50P2	
NUP50P3	
NUP50P4	
NUP54	MGI:1920460
NUP58	MGI:1919094
NUP58P1	
NUP62	MGI:1351500
NUP62CL	MGI:2685565
NUP85	MGI:3046173
NUP88	MGI:104900
NUP93	MGI:1919055
NUP93-DT	
NUP98	MGI:109404
NUP107	MGI:2143854
NUP107-DT	
NUP133	MGI:2442620
NUP133-DT	
NUP153	MGI:2385621
NUP153-AS1	
NUP155	MGI:2181182
NUP160	MGI:1926227
NUP188	MGI:2446190
NUP205	MGI:2141625
NUP210	MGI:1859555
NUP210L	MGI:1924845
NUP210P1	
NUP210P2	
NUP210P3	
NUP214	MGI:1095411
NUPR1	MGI:1891834
NUPR2	MGI:1923099
NUPR2P1	
NURR1	
NUS1	MGI:1196365
NUS1P1	
NUS1P2	
NUS1P3	
NUS1P4	
NUSAP1	MGI:2675669
NUTF2	MGI:1915301
NUTF2P2	
NUTF2P3	
NUTF2P4	
NUTF2P5	
NUTF2P6	
NUTF2P7	
NUTF2P8	
NUTM1	MGI:2661384
NUTM2A	
NUTM2A-AS1	
NUTM2B	
NUTM2B-AS1	
NUTM2D	
NUTM2E	
NUTM2F	
NUTM2G	
NUTM2HP	
NVL	MGI:1914709
NWD1	MGI:2442268
NWD2	MGI:1920464
NXF1	MGI:1858330
NXF2	
NXF2B	
NXF3	MGI:2685230
NXF4	
NXF5	MGI:1933192
NXN	MGI:109331
NXNL1	MGI:1924446
NXNL2	MGI:1922374
NXNP1	
NXPE1	
NXPE2	MGI:1925502
NXPE2P1	
NXPE3	MGI:2686598
NXPE4	MGI:1924792
NXPH1	MGI:107492
NXPH2	MGI:107491
NXPH3	MGI:1336188
NXPH4	MGI:1336197
NXT1	MGI:1929619
NXT1-AS1	
NXT1P1	
NXT2	MGI:2147914
NXTAR	
NYAP1	MGI:2443880
NYAP2	MGI:2443135
NYNRIN	MGI:2652872
NYS2	
NYS3	
NYS4	
NYX	MGI:2448607
OA1	
OA3	
OACYLP	MGI:2442915
OAF	MGI:94852
OAP	
OARD1	MGI:2146818
OAS1	MGI:2180860, MGI:97430, MGI:2149633, MGI:2140770, MGI:2180856, MGI:2180855, MGI:97429, MGI:2180853
OAS2	MGI:2180852
OAS3	MGI:2180850
OASD	
OASL	MGI:2180849
OASL2P	MGI:1344390
OAT	MGI:97394
OATP1	
OAZ1	MGI:109433
OAZ1P1	
OAZ2	MGI:109492
OAZ3	MGI:1858170
OB	
OBI1	MGI:1919736
OBI1-AS1	
OBP2A	
OBP2B	
OBS	
OBSCN	MGI:2681862
OBSCN-AS1	
OBSCN-IT1	
OBSCN-IT2	
OBSL1	MGI:2138628
OC90	MGI:1313269
OCA2	MGI:97454
OCA5	
OCD1	
OCEL1	MGI:1924340
OCIAD1	MGI:1915345
OCIAD1-AS1	
OCIAD2	MGI:1916377
OCIAD2P1	
OCLM	
OCLN	MGI:106183
OCLNP1	
OCM	MGI:97401
OCM2	MGI:97401
OCP1	
OCP2	
OCRL	MGI:109589
OCSTAMP	MGI:1921864
ODAD1	MGI:2446120
ODAD2	MGI:1922184
ODAD2P1	
ODAD3	MGI:1924859
ODAD4	MGI:1921657
ODAM	MGI:1916842
ODAPH	MGI:2685891
ODC1	MGI:97402
ODC1-DT	
ODCP	
ODDD	
ODF1	MGI:97424
ODF2	MGI:1098824
ODF2-AS1	
ODF2L	MGI:1098600
ODF4	MGI:2182079
ODG1	
ODR4	MGI:2385108
ODT1	
OED	
OFC#	
OFC1	
OFC2	
OFC3	
OFCC1	MGI:2658851
OFD1	MGI:1350328
OFD1P1Y	
OFD1P2Y	
OFD1P3Y	
OFD1P4Y	
OFD1P5Y	
OFD1P6Y	
OFD1P7Y	
OFD1P8Y	
OFD1P9Y	
OFD1P10Y	
OFD1P11Y	
OFD1P12Y	
OFD1P13Y	
OFD1P14Y	
OFD1P15Y	
OFD1P16Y	
OFD1P17	
OFD1P18Y	
OFD1P19Y	
OGA	MGI:1932139
OGDH	MGI:1098267
OGDHL	MGI:3616088
OGFOD1	MGI:2442978
OGFOD1P1	
OGFOD2	MGI:1913877
OGFOD3	MGI:1913429
OGFR	MGI:1919325
OGFR-AS1	
OGFRL1	MGI:1917405
OGFRP1	
OGG1	MGI:1097693
OGN	MGI:109278
OGT	MGI:1339639
OI4	
OIAS	
OIP5	MGI:1917895
OIP5-AS1	
OIT3	MGI:1201782
OK	
OLA1	MGI:1914309
OLA1P1	
OLA1P2	
OLA1P3	
OLAH	MGI:2139018
OLFM1	MGI:1860437
OLFM2	MGI:3045350
OLFM3	MGI:2387329
OLFM4	MGI:2685142
OLFM5P	MGI:2443346
OLFML1	MGI:2679264
OLFML2A	MGI:2444741
OLFML2B	MGI:2443310
OLFML3	MGI:1914877
OLFR@	
OLFR1	
OLIG1	MGI:1355334
OLIG2	MGI:1355331
OLIG3	MGI:2149955
OLMALINC	
OLR1	MGI:1261434
OMA1	MGI:1914263
OMD	MGI:1350918
OMG	MGI:106586
OMP	MGI:97436
ON	
ONECUT1	MGI:1196423
ONECUT2	MGI:1891408
ONECUT3	MGI:1891409
OOEP	MGI:1915218
OOEP-AS1	
OOEPP1	
OOEPP2	
OOSP1	MGI:2149290
OOSP1P1	
OOSP1P2	
OOSP2	MGI:2684945
OOSP3	
OOSP4A	
OOSP4B	
OPA1	MGI:1921393
OPA1-AS1	
OPA2	
OPA3	MGI:2686271
OPA4	
OPA5	
OPA6	
OPA7	
OPA8	
OPALIN	MGI:2657025
OPCML	MGI:97397
OPCML-IT1	
OPCML-IT2	
OPD1	
OPD2	
OPEM	
OPG	
OPHN1	MGI:2151070
OPLAH	MGI:1922725
OPMD	
OPN	
OPN1LW	
OPN1MW	
OPN1MW2	
OPN1MW3	
OPN1SW	MGI:99438
OPN3	MGI:1338022
OPN4	MGI:1353425
OPN5	MGI:2662912
OPPG	
OPRD1	MGI:97438
OPRK1	MGI:97439
OPRL1	MGI:97440
OPRM1	MGI:97441
OPRPN	
OPTC	MGI:2151113
OPTN	MGI:1918898
OPTX2	
OR1A1	MGI:1333770, MGI:3030237
OR1A2	
OR1AA1P	
OR1AB1P	
OR1AC1P	
OR1B1	MGI:3030196
OR1C1	
OR1D2	MGI:3030246
OR1D3P	
OR1D4	
OR1D5	
OR1D6P	
OR1D7P	
OR1E1	MGI:109315
OR1E2	
OR1E3	
OR1E4	
OR1E5	
OR1E6	
OR1E7	
OR1E8P	
OR1E9P	
OR1F1	
OR1F2P	
OR1F3P	
OR1F4	
OR1F5	
OR1F6	
OR1F7	
OR1F8	
OR1F9	
OR1F10	
OR1F11	
OR1F12P	
OR1F13P	
OR1G1	
OR1G2	
OR1H1P	
OR1I1	
OR1J1	MGI:102697
OR1J2	
OR1J3	
OR1J4	MGI:3030184
OR1J5	
OR1K1	
OR1L1	
OR1L2	
OR1L3	
OR1L4	MGI:3030198, MGI:3030199
OR1L5	
OR1L6	
OR1L7	
OR1L8	MGI:3030189
OR1M1	MGI:109311
OR1M4P	
OR1N1	MGI:3030185, MGI:3030187
OR1N2	MGI:3030188
OR1N3	
OR1P1	MGI:3030240
OR1Q1	MGI:3030191
OR1Q1BP	
OR1Q2	
OR1Q3	
OR1R1P	
OR1R2P	
OR1R3P	
OR1S1	
OR1S2	MGI:3031330
OR1X1P	
OR1X5P	
OR2A1	
OR2A1-AS1	
OR2A2	
OR2A3P	
OR2A4	
OR2A5	MGI:3030282
OR2A6	
OR2A7	MGI:104812
OR2A8	
OR2A9P	
OR2A10	
OR2A11P	
OR2A12	MGI:3030280
OR2A13P	
OR2A14	MGI:3030071
OR2A15P	
OR2A16P	
OR2A17P	
OR2A18P	
OR2A19	
OR2A20P	
OR2A21	
OR2A22P	
OR2A23P	
OR2A24P	
OR2A25	MGI:3030281
OR2A26	
OR2A27	
OR2A28P	
OR2A41P	
OR2A42	
OR2AD1P	
OR2AE1	
OR2AE2	
OR2AF1P	
OR2AF2P	
OR2AG1	MGI:3030528, MGI:3030539
OR2AG2	MGI:3030535, MGI:3030540
OR2AG3	
OR2AH1P	
OR2AI1P	
OR2AJ1	
OR2AK1P	
OR2AK2	
OR2AL1P	
OR2AM1P	
OR2AN1P	
OR2AO1P	
OR2AP1	MGI:3030599, MGI:3030601
OR2AQ1P	
OR2AR1P	
OR2AS1P	
OR2AS2P	
OR2AT1P	
OR2AT2P	
OR2AT4	MGI:3030354
OR2AU1P	
OR2B1	
OR2B1P	
OR2B2	MGI:3031193
OR2B3	
OR2B4P	
OR2B5	
OR2B6	MGI:104715
OR2B7P	
OR2B8P	
OR2B9	
OR2B11	MGI:3030056
OR2BH1P	
OR2C1	MGI:106182
OR2C2P	
OR2C3	
OR2C4	
OR2C5P	
OR2D1	
OR2D2	MGI:3030549
OR2D3	MGI:3030541, MGI:3030543, MGI:3031366
OR2E1	
OR2E1P	
OR2E2	
OR2F1	MGI:1313140, MGI:3030287
OR2F2	MGI:3030286
OR2F3	
OR2F4	
OR2F5	
OR2G1P	
OR2G2	
OR2G3	
OR2G6	
OR2H1	MGI:2177474, MGI:2177476
OR2H2	MGI:2177473, MGI:2177475
OR2H3	
OR2H4P	
OR2H5P	
OR2H6	
OR2H7	
OR2H8	
OR2I1P	
OR2I2	
OR2I3P	
OR2I4P	
OR2I5P	
OR2I6	
OR2I7P	
OR2I8P	
OR2I9P	
OR2J1	
OR2J2	
OR2J3	MGI:2177520
OR2J4P	
OR2K1	
OR2K2	MGI:3030101
OR2L1P	
OR2L2	
OR2L3	
OR2L4P	
OR2L5	MGI:3030001
OR2L6P	
OR2L7P	
OR2L8	
OR2L9P	
OR2L11	
OR2L12	
OR2L13	MGI:3030000, MGI:3030002
OR2L14	
OR2M1P	
OR2M2	
OR2M3	
OR2M4	
OR2M5	
OR2M6	
OR2M7	
OR2N1P	
OR2P1P	
OR2Q1P	
OR2R1P	
OR2S1P	
OR2S2	
OR2T1	MGI:109304
OR2T2	
OR2T3	
OR2T4	
OR2T5	
OR2T6	MGI:3030554
OR2T7	
OR2T8	
OR2T9	
OR2T10	
OR2T11	
OR2T12	
OR2T27	
OR2T29	
OR2T32P	
OR2T33	
OR2T34	
OR2T35	MGI:3030555
OR2U1P	
OR2U2P	
OR2V1	MGI:1333785
OR2V2	MGI:3031230
OR2V3	
OR2W1	MGI:3030097, MGI:3031203
OR2W1-AS1	
OR2W2P	
OR2W3	MGI:3030151, MGI:3030156
OR2W4P	
OR2W5P	
OR2W6P	
OR2W7P	
OR2W8P	
OR2X1P	
OR2Y1	MGI:107598, MGI:3031219, MGI:3031220, MGI:3031223, MGI:3031225, MGI:3031226, MGI:3031227
OR2Z1	
OR2Z2	
OR3A1	MGI:3030235, MGI:3030236, MGI:3030244, MGI:3030245
OR3A2	
OR3A3	
OR3A4	
OR3A4P	
OR3A5P	
OR3A6	
OR3A7	
OR3A8P	
OR3B1P	
OR3D1P	
OR4A1P	
OR4A2P	
OR4A3P	
OR4A4P	
OR4A5	
OR4A6P	
OR4A7P	
OR4A8	
OR4A9P	
OR4A10P	
OR4A11P	
OR4A12P	
OR4A13P	
OR4A14P	
OR4A15	MGI:3031068
OR4A16	
OR4A17P	
OR4A18P	
OR4A19P	
OR4A20P	
OR4A21P	
OR4A22P	
OR4A25P	
OR4A40P	
OR4A41P	
OR4A42P	
OR4A43P	
OR4A44P	
OR4A45P	
OR4A46P	
OR4A47	MGI:3031090
OR4A48P	
OR4A49P	
OR4A50P	
OR4B1	MGI:109303, MGI:3031104, MGI:3031106
OR4B2P	
OR4C1P	
OR4C2P	
OR4C3	MGI:3031098
OR4C4P	
OR4C5	
OR4C6	
OR4C7P	
OR4C8P	
OR4C9P	
OR4C10P	
OR4C11	MGI:3031035, MGI:3031039, MGI:3031040
OR4C12	MGI:3031089, MGI:3031093
OR4C13	
OR4C14P	
OR4C15	MGI:3031045, MGI:3031063
OR4C16	
OR4C17P	
OR4C45	
OR4C46	
OR4C48P	
OR4C49P	
OR4C50P	
OR4D1	MGI:3030298
OR4D2	MGI:3030296, MGI:3030297
OR4D3	
OR4D4P	
OR4D5	MGI:3030818
OR4D6	MGI:3031262
OR4D7P	
OR4D8P	
OR4D9	
OR4D10	MGI:3031258, MGI:3031259, MGI:3031260
OR4D11	MGI:3031257
OR4E1	MGI:3031342
OR4E2	MGI:3031343
OR4F1	
OR4F1P	
OR4F2P	
OR4F3	
OR4F4	MGI:3031123
OR4F5	
OR4F6	MGI:3031144
OR4F7P	
OR4F8BP	
OR4F8P	
OR4F9P	
OR4F10	
OR4F11P	
OR4F12	
OR4F13P	
OR4F14P	
OR4F15	MGI:3031143
OR4F16	
OR4F17	
OR4F18	
OR4F19	
OR4F20P	
OR4F21	
OR4F28P	
OR4F29	
OR4G1P	
OR4G2P	
OR4G3P	
OR4G4P	
OR4G5P	
OR4G6P	
OR4G7P	
OR4G8P	
OR4G11P	
OR4H1P	
OR4H2P	
OR4H3P	
OR4H4P	
OR4H5P	
OR4H6BP	
OR4H6P	
OR4H7P	
OR4H8P	
OR4H9P	
OR4H10P	
OR4H11P	
OR4H12P	
OR4K1	MGI:3030562
OR4K2	MGI:3030564
OR4K3	
OR4K4P	
OR4K5	MGI:3030563
OR4K6P	
OR4K7P	
OR4K8P	
OR4K9P	
OR4K10P	
OR4K11P	
OR4K12P	
OR4K13	
OR4K14	
OR4K15	MGI:3030559, MGI:3030560, MGI:3030561
OR4K16P	
OR4K17	
OR4L1	MGI:3030557
OR4L2P	
OR4M1	MGI:3030568
OR4M2	
OR4M2-OT1	
OR4M2B	
OR4N1P	
OR4N2	
OR4N3BP	
OR4N3P	
OR4N4	MGI:3030566, MGI:3030567
OR4N4C	
OR4N5	MGI:3030556
OR4P1P	
OR4P2P	
OR4P3P	
OR4P4	
OR4Q1P	
OR4Q2	
OR4Q3	MGI:3030569
OR4Q4	
OR4R1P	
OR4R2P	
OR4R3P	
OR4S1	
OR4S2	MGI:3031027
OR4T1P	
OR4U1P	
OR4V1P	
OR4W1P	
OR4X1	
OR4X2	
OR4X7P	
OR5A1	MGI:2153205
OR5A2	
OR5AC1	
OR5AC2	
OR5AC4P	
OR5AH1P	
OR5AK1P	
OR5AK2	
OR5AK3P	
OR5AK4P	
OR5AK5P	
OR5AL1	MGI:3030876
OR5AL2P	
OR5AM1P	
OR5AN1	MGI:3030096, MGI:3031271
OR5AN2P	
OR5AO1P	
OR5AP1P	
OR5AP2	MGI:3030854
OR5AQ1P	
OR5AR1	MGI:3030853
OR5AS1	MGI:3030945
OR5AU1	MGI:3030055
OR5AW1P	
OR5AZ1P	
OR5B1P	
OR5B2	
OR5B3	MGI:3031303
OR5B4P	
OR5B5P	
OR5B6P	
OR5B7P	
OR5B8P	
OR5B9P	
OR5B10P	
OR5B11P	
OR5B12	MGI:3031279, MGI:3031282
OR5B13	
OR5B14P	
OR5B15P	
OR5B16	
OR5B17	
OR5B18P	
OR5B19P	
OR5B20P	
OR5B21	MGI:3031278
OR5BA1P	
OR5BB1P	
OR5BC1P	
OR5BD1P	
OR5BE1P	
OR5BG1P	
OR5BH1P	
OR5BH2P	
OR5BJ1P	
OR5BK1P	
OR5BL1P	
OR5BM1P	
OR5BN1P	
OR5BN2P	
OR5BP1P	
OR5BQ1P	
OR5BQ2P	
OR5BR1P	
OR5BS1P	
OR5BT1P	
OR5C1	MGI:3030202
OR5C2P	
OR5D1P	
OR5D2P	
OR5D3	
OR5D3P	
OR5D4	
OR5D5P	
OR5D6P	
OR5D7P	
OR5D8P	
OR5D10P	
OR5D11P	
OR5D12P	
OR5D13	
OR5D14	MGI:3030996
OR5D15P	
OR5D16	MGI:3030989
OR5D17P	
OR5D18	MGI:2151908
OR5E1P	
OR5F1	
OR5F2P	
OR5G1P	
OR5G2P	
OR5G3	
OR5G4P	
OR5G5P	
OR5G6P	
OR5H1	
OR5H2	
OR5H3P	
OR5H4P	
OR5H5P	
OR5H6	
OR5H7P	
OR5H8	
OR5H14	
OR5H15	
OR5I1	MGI:1313139
OR5J1P	
OR5J2	
OR5J7P	
OR5K1	MGI:3030006, MGI:3030007
OR5K2	
OR5K3	MGI:3030029
OR5K4	
OR5L1	
OR5L2	
OR5M1	
OR5M2P	
OR5M3	MGI:3030866, MGI:3030867
OR5M4P	
OR5M5P	
OR5M6P	
OR5M7P	
OR5M8	MGI:3030865
OR5M9	MGI:3030868, MGI:3030870
OR5M10	MGI:3030856, MGI:3030857
OR5M11	MGI:3030863, MGI:3031368
OR5M12P	
OR5M13P	
OR5M14P	
OR5M15P	
OR5P1P	
OR5P2	
OR5P3	
OR5P4P	
OR5S1P	
OR5T1	
OR5T2	
OR5T3	
OR5V1	MGI:2177493, MGI:2177494
OR5W1P	
OR5W2	
OR5W3P	
OR6A1	
OR6A2	MGI:97432
OR6B1	MGI:3030283
OR6B2	MGI:3031249, MGI:3031250
OR6B3	MGI:3031248
OR6C1	MGI:3030620, MGI:3030636
OR6C2	MGI:3030603, MGI:3030625
OR6C3	MGI:3030622, MGI:3030637
OR6C4	
OR6C5P	
OR6C6	MGI:3030613, MGI:3030616, MGI:3030638
OR6C7P	
OR6C64P	
OR6C65	MGI:3030642
OR6C66P	
OR6C68	MGI:3030614
OR6C69P	
OR6C70	MGI:3030648
OR6C71P	
OR6C72P	
OR6C73P	
OR6C74	MGI:3030655
OR6C75	MGI:3030624
OR6C76	MGI:3030643, MGI:3030647
OR6D1P	
OR6D2P	
OR6E1P	
OR6F1	MGI:3030142
OR6J1	
OR6J2	
OR6K1P	
OR6K2	MGI:3030254
OR6K3	
OR6K4P	
OR6K5P	
OR6K6	MGI:3030065
OR6L1P	
OR6L2P	
OR6M1	
OR6M2P	
OR6M3P	
OR6N1	MGI:3030263
OR6N2	MGI:3030264
OR6P1	MGI:3030248
OR6Q1	
OR6R1P	
OR6R2P	
OR6S1	MGI:3030584
OR6T1	
OR6U1P	
OR6U2P	
OR6V1	
OR6W1P	
OR6X1	MGI:3030820
OR6Y1	MGI:3030054
OR6Y2	
OR7A1P	
OR7A2	
OR7A2P	
OR7A3P	
OR7A4P	
OR7A5	
OR7A6P	
OR7A8P	
OR7A9P	
OR7A10	
OR7A11P	
OR7A12P	
OR7A13P	
OR7A14P	
OR7A15P	
OR7A16P	
OR7A17	
OR7A18P	
OR7A19P	
OR7A20P	
OR7C1	
OR7C2	
OR7C3	
OR7C4	
OR7D1P	
OR7D2	
OR7D3P	
OR7D4	
OR7D11P	
OR7E1P	
OR7E2P	
OR7E3P	
OR7E4P	
OR7E5P	
OR7E6P	
OR7E7P	
OR7E8P	
OR7E9P	
OR7E10P	
OR7E11P	
OR7E12P	
OR7E13P	
OR7E14P	
OR7E15P	
OR7E16P	
OR7E17P	
OR7E18P	
OR7E19P	
OR7E20P	
OR7E21P	
OR7E22P	
OR7E23P	
OR7E24	
OR7E25P	
OR7E26P	
OR7E27P	
OR7E28P	
OR7E29P	
OR7E30P	
OR7E31P	
OR7E32P	
OR7E33P	
OR7E34P	
OR7E35P	
OR7E36P	
OR7E37P	
OR7E38P	
OR7E39P	
OR7E40P	
OR7E41P	
OR7E42P	
OR7E43P	
OR7E44P	
OR7E45P	
OR7E46P	
OR7E47P	
OR7E48P	
OR7E49P	
OR7E50P	
OR7E51P	
OR7E52P	
OR7E53P	
OR7E54P	
OR7E55P	
OR7E56P	
OR7E57P	
OR7E58P	
OR7E59P	
OR7E60P	
OR7E61	
OR7E62P	
OR7E63P	
OR7E64P	
OR7E65	
OR7E66P	
OR7E67P	
OR7E68P	
OR7E69P	
OR7E70P	
OR7E71P	
OR7E72P	
OR7E73P	
OR7E74P	
OR7E75P	
OR7E76	
OR7E77P	
OR7E78P	
OR7E79P	
OR7E80P	
OR7E81P	
OR7E83P	
OR7E84P	
OR7E85BP	
OR7E85P	
OR7E86P	
OR7E87P	
OR7E88P	
OR7E89P	
OR7E90P	
OR7E91P	
OR7E92P	
OR7E93P	
OR7E94P	
OR7E95P	
OR7E96P	
OR7E97P	
OR7E98P	
OR7E99P	
OR7E100P	
OR7E101P	
OR7E102P	
OR7E103P	
OR7E104P	
OR7E105P	
OR7E106P	
OR7E107P	
OR7E108P	
OR7E109P	
OR7E110P	
OR7E111FP	
OR7E111P	
OR7E112P	
OR7E113P	
OR7E114P	
OR7E115P	
OR7E116P	
OR7E117P	
OR7E118P	
OR7E119P	
OR7E120	
OR7E121P	
OR7E122P	
OR7E123P	
OR7E124P	
OR7E125P	
OR7E126P	
OR7E127P	
OR7E128P	
OR7E129P	
OR7E130P	
OR7E131P	
OR7E132P	
OR7E133P	
OR7E134P	
OR7E135P	
OR7E136P	
OR7E137P	
OR7E138P	
OR7E139P	
OR7E140P	
OR7E141P	
OR7E142P	
OR7E143P	
OR7E144P	
OR7E145P	
OR7E147P	
OR7E148P	
OR7E149P	
OR7E150P	
OR7E151P	
OR7E154P	
OR7E155P	
OR7E156P	
OR7E157P	
OR7E158P	
OR7E159P	
OR7E160P	
OR7E161P	
OR7E162P	
OR7E163P	
OR7F2P	
OR7F3P	
OR7F4P	
OR7F5P	
OR7F6P	
OR7G1	
OR7G2	
OR7G3	
OR7G15P	
OR7H1P	
OR7H2P	
OR7K1P	
OR7L1P	
OR7M1P	
OR8A1	MGI:1931271, MGI:2661338
OR8A2P	
OR8A3P	
OR8B1P	
OR8B2	
OR8B3	
OR8B4	
OR8B5P	
OR8B6P	
OR8B7P	
OR8B8	MGI:2177528
OR8B9P	
OR8B10P	
OR8B11P	
OR8B12	MGI:3030708, MGI:3030709, MGI:3030710
OR8B13P	
OR8C1P	
OR8C3P	
OR8C4P	
OR8D1	MGI:109309, MGI:3030767
OR8D2	MGI:3030758, MGI:3030760
OR8D3	
OR8D4	MGI:3030819
OR8F1P	
OR8G1	
OR8G2P	
OR8G3P	
OR8G4	
OR8G5	
OR8G6	
OR8G7P	
OR8H1	
OR8H2	
OR8H3	
OR8I1P	
OR8I2	MGI:3030938
OR8I4P	
OR8J1	
OR8J2	
OR8J3	MGI:3030879, MGI:3030891, MGI:3030896
OR8K1	MGI:3030880
OR8K2P	
OR8K3	
OR8K4P	
OR8K5	
OR8L1P	
OR8N1P	
OR8Q1P	
OR8R1P	
OR8S1	
OR8S21P	
OR8T1P	
OR8U1	
OR8U3	MGI:3030872
OR8U8	
OR8U9	
OR8V1P	
OR8X1P	
OR9A1P	
OR9A2	MGI:3030293
OR9A3P	
OR9A4	MGI:3030294
OR9A5P	
OR9A6P	
OR9G1	
OR9G2P	
OR9G3P	
OR9G4	MGI:3030840, MGI:3030849
OR9G5	
OR9G6	
OR9G9	
OR9H1P	
OR9I1	MGI:3031336, MGI:3031339
OR9I2P	
OR9I3P	
OR9J1	
OR9K1P	
OR9K2	MGI:3030659, MGI:3030660
OR9L1P	
OR9L2P	
OR9M1P	
OR9N1P	
OR9P1P	
OR9P2P	
OR9Q1	MGI:3031334
OR9Q2	MGI:3031331
OR9R1P	
OR9S24P	
OR10A1	
OR10A2	MGI:3030548
OR10A3	MGI:3030350, MGI:3030352
OR10A4	MGI:109148
OR10A5	MGI:3030547
OR10A6	
OR10A7	
OR10AA1P	
OR10AB1P	
OR10AC1	
OR10AD1	MGI:3030120, MGI:3030121, MGI:3030122
OR10AE1P	
OR10AE2P	
OR10AE3P	
OR10AF1P	
OR10AG1	
OR10AH1P	
OR10AK1P	
OR10B1P	
OR10B2	
OR10C1	MGI:2177478
OR10C2	
OR10D1P	
OR10D2P	
OR10D3	
OR10D4P	
OR10D5P	
OR10D6P	
OR10G1P	
OR10G2	
OR10G3	MGI:3031346, MGI:3031347
OR10G4	
OR10G5P	
OR10G6	
OR10G7	MGI:3030812
OR10G8	
OR10G9	MGI:3030813, MGI:3030814
OR10G10P	
OR10H1	MGI:1333751, MGI:3030073
OR10H2	
OR10H3	
OR10H4	
OR10H5	
OR10J1	
OR10J2P	
OR10J3	MGI:3030052, MGI:3031238
OR10J4	
OR10J5	MGI:106648
OR10J6P	
OR10J7P	
OR10J8P	
OR10J9P	
OR10K1	
OR10K2	MGI:3030204
OR10N1P	
OR10P1	MGI:3030630
OR10P2P	
OR10P3P	
OR10Q1	MGI:3031325, MGI:3031328
OR10Q2P	
OR10R1P	
OR10R2	
OR10R3P	
OR10S1	MGI:3030816
OR10T1P	
OR10T2	
OR10U1P	
OR10V1	MGI:3031254
OR10V2P	
OR10V3P	
OR10V7P	
OR10W1	MGI:3031324
OR10X1	MGI:3030251
OR10Y1P	
OR10Z1	MGI:3030253
OR11A1	
OR11A2	
OR11G1P	
OR11G2	MGI:3030578
OR11H1	
OR11H2	
OR11H3P	
OR11H4	MGI:3030581, MGI:3030583
OR11H5P	
OR11H6	MGI:3030579
OR11H7	MGI:3030580
OR11H8P	
OR11H12	
OR11H13P	
OR11I1P	
OR11I2P	
OR11J1P	
OR11J2P	
OR11J5P	
OR11J6P	
OR11J7P	
OR11K1BP	
OR11K1P	
OR11K2P	
OR11L1	
OR11M1P	
OR11N1P	
OR11P1P	
OR11Q1P	
OR12D1	
OR12D2	MGI:2177485
OR12D3	
OR13A1	MGI:3030045
OR13C1P	
OR13C2	
OR13C3	MGI:3030107
OR13C4	
OR13C5	
OR13C6P	
OR13C7	MGI:1352683, MGI:1352684
OR13C8	
OR13C9	
OR13D1	MGI:3030104
OR13D2P	
OR13D3P	
OR13E1P	
OR13E2	
OR13F1	
OR13G1	MGI:3030143
OR13H1	
OR13I1P	
OR13I2P	
OR13J1	MGI:1860080
OR13K1P	
OR13Z1P	
OR13Z2P	
OR13Z3P	
OR14A2	
OR14A16	
OR14C36	
OR14I1	
OR14J1	MGI:2177508
OR14K1	
OR14L1	
OR20A1P	
OR51A1P	
OR51A2	
OR51A3P	
OR51A4	
OR51A5P	
OR51A6P	
OR51A7	MGI:3030410
OR51A8P	
OR51A9P	
OR51A10P	
OR51A11P	
OR51A12	
OR51A13	
OR51AB1P	
OR51B1P	
OR51B2	
OR51B3P	
OR51B4	MGI:1341906
OR51B5	
OR51B6	MGI:1341910, MGI:3030457
OR51B8P	
OR51C1P	
OR51C2P	
OR51C3P	
OR51C4P	
OR51D1	MGI:3030391
OR51E1	MGI:3030392
OR51E2	MGI:2157548
OR51E3P	
OR51F1	MGI:3030400
OR51F2	MGI:3030402
OR51F3P	
