Gene name	Phenotype description
KMT2C	pancreatic carcinoma
KMT2C	pancreatic ductal adenocarcinoma
KMT2C	pancreatic neoplasm
KMT2C	pancreatic neuroendocrine tumor
KMT2C	pharyngeal squamous cell carcinoma
KMT2C	pleomorphic liposarcoma
KMT2C	POLYCYTHEMIA VERA
KMT2C	prostate adenocarcinoma
KMT2C	prostate carcinoma
KMT2C	rectal adenocarcinoma
KMT2C	Renal cell carcinoma
KMT2C	salivary gland squamous cell carcinoma
KMT2C	sebaceous adenocarcinoma
KMT2C	skin carcinoma
KMT2C	small cell carcinoma
KMT2C	Small cell lung carcinoma
KMT2C	soft tissue sarcoma
KMT2C	squamous cell lung carcinoma
KMT2C	Synovial sarcoma
KMT2C	testicular mixed germ cell tumor
KMT2C	testicular seminoma
KMT2C	thyroid carcinoma
KMT2C	thyroid neoplasm
KMT2C	Ulcerative colitis
KMT2C	undifferentiated pleomorphic sarcoma
KMT2C	urothelial carcinoma
KNG1	Congenital high-molecular-weight kininogen deficiency
KNG1	Hereditary angioedema with normal C1Inh not related to F12 or PLG variant
KNG1	ANGIOEDEMA HEREDITARY 6
KNG1	HIGH MOLECULAR WEIGHT KININOGEN DEFICIENCY
KPNA3	Autosomal dominant spastic paraplegia type 37
KPNA3	SPASTIC PARAPLEGIA 88 AUTOSOMAL DOMINANT
KRAS	CARDIOFACIOCUTANEOUS SYNDROME
KRAS	Differentiated thyroid carcinoma
KRAS	Encephalocraniocutaneous lipomatosis
KRAS	Familial pancreatic carcinoma
KRAS	Juvenile myelomonocytic leukemia
KRAS	Linear nevus sebaceus syndrome
KRAS	Lynch syndrome
KRAS	Noonan Syndrome
KRAS	Pilomyxoid astrocytoma
KRAS	RAS-associated autoimmune leukoproliferative disease
KRAS	Toriello-Lacassie-Droste syndrome
KRAS	ARTERIOVENOUS MALFORMATIONS OF THE BRAIN
KRAS	Bladder Cancer
KRAS	Breast Cancer
KRAS	CARDIOFACIOCUTANEOUS SYNDROME 2
KRAS	GASTRIC CANCER GASTRIC CANCER INTESTINAL INCLUDED
KRAS	LEUKEMIA ACUTE MYELOID
KRAS	LUNG CANCER ALVEOLAR CELL CARCINOMA INCLUDED
KRAS	NOONAN SYNDROME 3
KRAS	Oculoectodermal syndrome
KRAS	Pancreatic Cancer
KRAS	RAS-associated autoimmune leukoproliferative disorder
KRAS	SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME
KRAS	CARDIOFACIOCUTANEOUS SYNDROME
KRAS	NOONAN SYNDROME TYPE 3
KRAS	Adenosquamous Carcinoma
KRAS	Appendix Adenocarcinoma
KRAS	B-cell acute lymphoblastic leukemia
KRAS	Bladder Adenocarcinoma
KRAS	Borderline Exocrine Pancreatic Neoplasm
KRAS	Borderline Ovarian Brenner Tumor
KRAS	Borderline Ovarian Endometrioid Tumor
KRAS	Borderline Ovarian Mucinous Tumor
KRAS	Borderline Ovarian Serous Tumor
KRAS	Borderline Ovarian Surface Epithelial-Stromal Tumor
KRAS	Breast Carcinoma by Gene Expression Profile
KRAS	Burkitts lymphoma
KRAS	Chronic neutrophilic leukemia
KRAS	Colorectal Neuroendocrine Tumor G1
KRAS	Colorectal Sessile Serrated Adenoma/Polyp
KRAS	Cutaneous T-cell lymphoma
KRAS	Digestive System Adenoma
KRAS	Digestive System Carcinoma
KRAS	Endometrial Endometrioid Adenocarcinoma
KRAS	Endometrial Mucinous Adenocarcinoma
KRAS	Endometrial Polyp
KRAS	Endometrial Squamous Cell Carcinoma
KRAS	Extrahepatic Bile Duct Adenosquamous Carcinoma
KRAS	Extrahepatic Bile Duct Squamous Cell Carcinoma
KRAS	Gallbladder Small Cell Neuroendocrine Carcinoma
KRAS	Gastric Adenoma
KRAS	Gastrointestinal Hamartoma
KRAS	Hepatobiliary Neoplasm
KRAS	Histiocytic and Dendritic Cell Neoplasm
KRAS	Infiltrating Bladder Urothelial Carcinoma Sarcomatoid Variant
KRAS	Invasive Breast Carcinoma
KRAS	Juvenile Polyp
KRAS	Malignant Ovarian Mixed Epithelial Tumor
KRAS	Malignant Pancreatic Neoplasm
KRAS	MANTLE CELL LYMPHOMA
KRAS	Merkel cell skin cancer
KRAS	ND
KRAS	Non-Neoplastic Bile Duct Disorder
KRAS	Ovarian Carcinosarcoma
KRAS	Ovarian Dysgerminoma
KRAS	Ovarian Endometrioid Adenocarcinoma
KRAS	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
KRAS	Ovarian Yolk Sac Tumor
KRAS	Pancreatic Acinar Cell Carcinoma
KRAS	Pancreatic Large Cell Neuroendocrine Carcinoma
KRAS	Pleural Biphasic Mesothelioma
KRAS	Pleural Epithelioid Mesothelioma
KRAS	Pyloric Gland Adenoma
KRAS	Rectal Villous Adenoma
KRAS	Salivary Gland Carcinoma ex Pleomorphic Adenoma
KRAS	Sarcomatoid Carcinoma
KRAS	Signet Ring Cell Gastric Adenocarcinoma
KRAS	Simple Endometrial Hyperplasia
KRAS	Sinonasal Undifferentiated Carcinoma
KRAS	Small Intestinal Tubulovillous Adenoma
KRAS	Submandibular Gland Adenoid Cystic Carcinoma
KRAS	Syringocystadenoma Papilliferum
KRAS	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease
KRAS	T-cell acute lymphoblastic leukemia
KRAS	Testicular Teratoma
KRAS	Testicular Yolk Sac Tumor
KRAS	Thymic Carcinoma
KRAS	Thymic Squamous Cell Carcinoma
KRAS	Thymoma
KRAS	Thyroid Gland Diffuse Large B-Cell Lymphoma
KRAS	Thyroid Gland Oncocytic Follicular Carcinoma
KRAS	Tracheal Carcinoma
KRAS	Undifferentiated Pancreatic Carcinoma
KRAS	Uterine Carcinosarcoma
KRAS	Acute lymphoblastic leukemia
KRAS	Acute myeloid leukemia
KRAS	Adenoid cystic carcinoma
KRAS	adenosquamous lung carcinoma
KRAS	Anaplastic astrocytoma
KRAS	angiosarcoma
KRAS	Astrocytoma
KRAS	Basal cell carcinoma
KRAS	benign prostatic hyperplasia
KRAS	bile duct carcinoma
KRAS	bladder transitional cell carcinoma
KRAS	brain glioblastoma
KRAS	Breast carcinoma
KRAS	breast ductal adenocarcinoma
KRAS	carcinoid tumor
KRAS	Carcinoma
KRAS	cecum adenocarcinoma
KRAS	cervical adenocarcinoma
KRAS	cervical carcinoma
KRAS	cervical squamous cell carcinoma
KRAS	Chronic lymphocytic leukemia
KRAS	Chronic myelogenous leukemia
KRAS	Chronic myelomonocytic leukemia
KRAS	chronic pancreatitis
KRAS	clear cell adenocarcinoma
KRAS	Clear cell renal carcinoma
KRAS	colon adenocarcinoma
KRAS	colon carcinoma
KRAS	colonic neoplasm
KRAS	colorectal adenocarcinoma
KRAS	Colorectal adenoma
KRAS	colorectal carcinoma
KRAS	colorectal neoplasm
KRAS	diffuse gastric adenocarcinoma
KRAS	diffuse large B-cell lymphoma
KRAS	endodermal sinus tumor
KRAS	Endometrial carcinoma
KRAS	Endometrial stromal sarcoma
KRAS	endometrium adenocarcinoma
KRAS	gastric adenocarcinoma
KRAS	Gastritis
KRAS	hairy cell leukemia
KRAS	head and neck squamous cell carcinoma
KRAS	Hepatocellular Carcinoma
KRAS	hyperplasia
KRAS	kidney neoplasm
KRAS	large cell lung carcinoma
KRAS	leiomyosarcoma
KRAS	lobular breast carcinoma
KRAS	Lung adenocarcinoma
KRAS	Lung carcinoma
KRAS	lymphoid neoplasm
KRAS	Malignant peripheral nerve sheath tumor
KRAS	Melanoma
KRAS	mucinous carcinoma
KRAS	Multiple myeloma
KRAS	myeloid neoplasm
KRAS	Myeloproliferative disorder
KRAS	neoplasm of mature B-cells
KRAS	non-small cell lung carcinoma
KRAS	Oligoastrocytoma
KRAS	oral squamous cell carcinoma
KRAS	OSTEOSARCOMA
KRAS	ovarian adenocarcinoma
KRAS	ovarian carcinoma
KRAS	ovarian clear cell adenocarcinoma
KRAS	ovarian mucinous adenocarcinoma
KRAS	Ovarian neoplasm
KRAS	ovarian teratoma
KRAS	Pancreatic adenocarcinoma
KRAS	pancreatic carcinoma
KRAS	pancreatic ductal adenocarcinoma
KRAS	pancreatic neoplasm
KRAS	pancreatic neuroendocrine tumor
KRAS	pharyngeal squamous cell carcinoma
KRAS	plasmacytoma
KRAS	POLYCYTHEMIA VERA
KRAS	prostate adenocarcinoma
KRAS	prostate carcinoma
KRAS	pseudomyxoma peritonei
KRAS	pulmonary blastoma
KRAS	rectal adenocarcinoma
KRAS	renal carcinoma
KRAS	Renal cell carcinoma
KRAS	Rhabdomyosarcoma
KRAS	sebaceous adenocarcinoma
KRAS	seborrheic keratosis
KRAS	skin carcinoma
KRAS	Small cell lung carcinoma
KRAS	soft tissue sarcoma
KRAS	Squamous cell carcinoma
KRAS	squamous cell lung carcinoma
KRAS	Synovial sarcoma
KRAS	testicular mixed germ cell tumor
KRAS	testicular neoplasm
KRAS	testicular seminoma
KRAS	thyroid carcinoma
KRAS	thyroid neoplasm
KRAS	transitional cell carcinoma of kidney
KRAS	Ulcerative colitis
KRAS	undifferentiated pleomorphic sarcoma
KRAS	urothelial carcinoma
KREMEN1	ECTODERMAL DYSPLASIA 13 HAIR/TOOTH TYPE
KRT1	Annular epidermolytic ichthyosis
KRT1	Autosomal dominant epidermolytic ichthyosis
KRT1	Congenital reticular ichthyosiform erythroderma
KRT1	Epidermolytic palmoplantar keratoderma
KRT1	Ichthyosis hystrix of Curth-Macklin
KRT1	KRT1-related diffuse nonepidermolytic keratoderma
KRT1	Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome
KRT1	Striate palmoplantar keratoderma
KRT1	EPIDERMOLYTIC HYPERKERATOSIS 1
KRT1	ICHTHYOSIS HYSTRIX CURTH-MACKLIN TYPE
KRT1	Ichthyosis annular epidermolytic 2
KRT1	KERATOSIS PALMOPLANTARIS STRIATA III
KRT1	PALMOPLANTAR KERATODERMA EPIDERMOLYTIC
KRT1	PALMOPLANTAR KERATODERMA NONEPIDERMOLYTIC
KRT1	Ichthyosiform erythroderma bullous
KRT1	ICHTHYOSIS HYSTRIX CURTH-MACKLIN TYPE
KRT1	ICHTHYOSIS CYCLIC WITH EPIDERMOLYTIC HYPERKERATOSIS
KRT1	PPK Vorner-Unna-Thost non-epidermolytic
KRT12	CORNEAL DYSTROPHY MEESMANN 1
KRT12	MEESMANN CORNEAL DYSTROPHY
KRT12	MEESMANN CORNEAL DYSTROPHY
KRT12	CORNEAL DYSTROPHY MEESMANN 1
KRT12	MEESMANN CORNEAL DYSTROPHY
KRT13	WHITE SPONGE NEVUS
KRT13	WHITE SPONGE NEVUS 2
KRT13	White sponge naevus
KRT14	Autosomal dominant generalized epidermolysis bullosa simplex intermediate form
KRT14	Autosomal dominant generalized epidermolysis bullosa simplex severe form
KRT14	Autosomal recessive generalized epidermolysis bullosa simplex
KRT14	DERMATOPATHIA PIGMENTOSA RETICULARIS
KRT14	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION
KRT14	Localized epidermolysis bullosa simplex
KRT14	Naegeli-Franceschetti-Jadassohn syndrome
KRT14	DERMATOPATHIA PIGMENTOSA RETICULARIS
KRT14	EPIDERMOLYSIS BULLOSA SIMPLEX 1A GENERALIZED SEVERE
KRT14	EPIDERMOLYSIS BULLOSA SIMPLEX 1B GENERALIZED INTERMEDIATE
KRT14	EPIDERMOLYSIS BULLOSA SIMPLEX 1C LOCALIZED
KRT14	EPIDERMOLYSIS BULLOSA SIMPLEX 1D GENERALIZED INTERMEDIATE OR SEVERE AUTOSOMAL RECESSIVE
KRT14	Naegeli-Franceschetti-Jadassohn syndrome
KRT14	Epidermolysis Bullosa Simplex recessive
KRT14	Epidermolysis Bullosa Simplex generalised intermediate Kobner
KRT14	Epidermolysis Bullosa Simplex generalised severe Dowling - Meara
KRT14	Epidermolysis Bullosa Simplex localised Weber Cockayne
KRT14	Naegeli syndrome
KRT16	Epidermolytic palmoplantar keratoderma
KRT16	Isolated focal non-epidermolytic palmoplantar keratoderma
KRT16	Pachyonychia congenita
KRT16	Pachyonychia congenita 1
KRT16	PALMOPLANTAR KERATODERMA NONEPIDERMOLYTIC FOCAL 1
KRT16	PPK Vorner-Unna-Thost non-epidermolytic
KRT16	Pachyonychia congenita 1 Jadassohn-Lewandowsky
KRT17	Pachyonychia congenita
KRT17	Sebocystomatosis
KRT17	Pachyonychia congenita 2
KRT17	STEATOCYSTOMA MULTIPLEX
KRT17	Pachyonychia congenita 2 Jackson-Lawler
KRT17	STEATOCYSTOMA MULTIPLEX
KRT2	Superficial epidermolytic ichthyosis
KRT2	ICHTHYOSIS BULLOSA OF SIEMENS
KRT2	ICHTHYOSIS BULLOSA OF SIEMENS
KRT24	
KRT3	MEESMANN CORNEAL DYSTROPHY
KRT3	CORNEAL DYSTROPHY MEESMANN 2
KRT3	MEESMANN CORNEAL DYSTROPHY
KRT4	WHITE SPONGE NEVUS
KRT4	WHITE SPONGE NEVUS 1
KRT4	White sponge naevus
KRT6C	Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering
KRT6C	Palmoplantar keratoderma nonepidermolytic focal or diffuse
KRT71	Woolly hair
KRT71	Hypotrichosis 13
KRT74	Hypotrichosis simplex of the scalp
KRT74	Pure hair and nail ectodermal dysplasia
KRT74	Woolly hair
KRT74	Ectodermal dysplasia 7 hair/nail type
KRT74	HYPOTRICHOSIS 3
KRT74	WOOLLY HAIR AUTOSOMAL DOMINANT
KRT74	Hypotrichosis simplex of the scalp 2
KRT83	MONILETHRIX
KRT83	Progressive symmetric erythrokeratodermia
KRT83	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 5
KRT83	MONILETHRIX
KRT83	MONILETHRIX
KRT85	Pure hair and nail ectodermal dysplasia
KRT85	Ectodermal dysplasia 4 hair/nail type
KRT85	Ectodermal dysplasia pure hair/nail type
KYNU	Congenital vertebral-cardiac-renal anomalies syndrome
KYNU	Hydroxykynureninuria
KYNU	Hydroxykynureninuria
KYNU	VERTEBRAL CARDIAC RENAL AND LIMB DEFECTS SYNDROME 2
LAMA2	Laminin subunit alpha 2-related congenital muscular dystrophy
LAMA2	MUSCULAR DYSTROPHY CONGENITAL MEROSIN-DEFICIENT 1A
LAMA2	MUSCULAR DYSTROPHY LIMB-GIRDLE AUTOSOMAL RECESSIVE 23
LAMA2	Congenital Muscular Dystrophy
LAMA4	Familial isolated dilated cardiomyopathy
LAMA4	CARDIOMYOPATHY DILATED 1JJ
LAMB1	Cobblestone lissencephaly without muscular or ocular involvement
LAMB1	LISSENCEPHALY 5
LAMB1	Cobblestone brain malformation without muscular or ocular abnormalities
LAMB2	PIERSON SYNDROME
LAMB2	Synaptic congenital myasthenic syndromes
LAMB2	Nephrotic syndrome type 5 with or without ocular abnormalities
LAMB2	PIERSON SYNDROME
LAMB2	Nephrotic syndrome type 5 with or without ocular abnormalities
LAMB2	PIERSON SYNDROME
LAMB3	Hypoplastic amelogenesis imperfecta
LAMB3	Intermediate generalized junctional epidermolysis bullosa
LAMB3	Severe generalized junctional epidermolysis bullosa
LAMB3	Amelogenesis imperfecta type IA
LAMB3	EPIDERMOLYSIS BULLOSA JUNCTIONAL 1A INTERMEDIATE
LAMB3	EPIDERMOLYSIS BULLOSA JUNCTIONAL 1B SEVERE
LAMB3	Epidermolysis Bullosa Junctional lethal Herlitz
LCA5	Leber congenital amaurosis
LCA5	Severe early-childhood-onset retinal dystrophy
LCA5	LEBER CONGENITAL AMAUROSIS 5
LCA5	LEBER CONGENITAL AMAUROSIS 5
LCK	Severe combined immunodeficiency due to LCK deficiency
LCK	Immunodeficiency 22
LCK	Bladder Small Cell Neuroendocrine Carcinoma
LCK	Breast Carcinoma by Gene Expression Profile
LCK	Endometrial Endometrioid Adenocarcinoma
LCK	Gallbladder Small Cell Neuroendocrine Carcinoma
LCK	Hepatobiliary Neoplasm
LCK	ND
LCK	Ovarian Endometrioid Adenocarcinoma
LCK	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
LCK	Pleural Biphasic Mesothelioma
LCK	T-cell acute lymphoblastic leukemia
LCK	Acute lymphoblastic leukemia
LCK	Acute myeloid leukemia
LCK	adenosquamous lung carcinoma
LCK	bile duct carcinoma
LCK	bladder transitional cell carcinoma
LCK	brain glioblastoma
LCK	Breast carcinoma
LCK	breast ductal adenocarcinoma
LCK	cecum adenocarcinoma
LCK	cervical squamous cell carcinoma
LCK	Clear cell renal carcinoma
LCK	colon adenocarcinoma
LCK	colon carcinoma
LCK	colorectal adenocarcinoma
LCK	diffuse large B-cell lymphoma
LCK	gastric adenocarcinoma
LCK	head and neck squamous cell carcinoma
LCK	Hepatocellular Carcinoma
LCK	kidney neoplasm
LCK	lobular breast carcinoma
LCK	Lung adenocarcinoma
LCK	Lung carcinoma
LCK	lymphoid neoplasm
LCK	Melanoma
LCK	oral squamous cell carcinoma
LCK	OSTEOSARCOMA
LCK	pancreatic carcinoma
LCK	pancreatic ductal adenocarcinoma
LCK	pancreatic neuroendocrine tumor
LCK	prostate adenocarcinoma
LCK	prostate carcinoma
LCK	rectal adenocarcinoma
LCK	skin carcinoma
LCK	Small cell lung carcinoma
LCK	soft tissue sarcoma
LCK	squamous cell lung carcinoma
LCK	thyroid carcinoma
LCK	thyroid neoplasm
LDB3	Familial isolated arrhythmogenic ventricular dysplasia biventricular form
LDB3	Familial isolated arrhythmogenic ventricular dysplasia left dominant form
LDB3	Familial isolated arrhythmogenic ventricular dysplasia right dominant form
LDB3	Familial isolated dilated cardiomyopathy
LDB3	Late-onset distal myopathy Markesbery-Griggs type
LDB3	Left ventricular noncompaction
LDB3	NON RARE IN EUROPE: Familial isolated hypertrophic cardiomyopathy
LDB3	CARDIOMYOPATHY DILATED 1C WITH OR WITHOUT LEFT VENTRICULAR NONCOMPACTION
LDB3	MYOPATHY MYOFIBRILLAR 4
LDB3	MYOPATHY MYOFIBRILLAR TYPE 4
LEMD2	Early-onset posterior subcapsular cataract
LEMD2	Total early-onset cataract
LEMD2	CATARACT 46 JUVENILE-ONSET WITH OR WITHOUT ARRHYTHMIC CARDIOMYOPATHY
LEMD2	MARBACH-RUSTAD PROGEROID SYNDROME
LEMD2	Cataract 46 juvenile-onset
LEMD2	Nuclear Envelopathy with Early Progeroid Appearance
LEMD3	12q14 microdeletion syndrome
LEMD3	Isolated osteopoikilosis
LEMD3	Melorheostosis with osteopoikilosis
LEMD3	Buschke-Ollendorff syndrome
LEMD3	Buschke-Ollendorff syndrome
LFNG	Autosomal recessive spondylocostal dysostosis
LFNG	SPONDYLOCOSTAL DYSOSTOSIS 3 AUTOSOMAL RECESSIVE
LFNG	SPONDYLOCOSTAL DYSOSTOSIS TYPE 3
LGI1	Autosomal dominant epilepsy with auditory features
LGI1	EPILEPSY FAMILIAL TEMPORAL LOBE 1
LHB	Leydig cell hypoplasia due to LHB deficiency
LHB	HYPOGONADOTROPIC HYPOGONADISM 23 WITH OR WITHOUT ANOSMIA
LHCGR	Familial peripheral male-limited precocious puberty
LHCGR	Leydig cell hypoplasia due to complete LH resistance
LHCGR	Leydig cell hypoplasia due to partial LH resistance
LHCGR	NON RARE IN EUROPE: Primary ovarian failure
LHCGR	LEYDIG CELL HYPOPLASIA TYPE I
LHCGR	PRECOCIOUS PUBERTY MALE-LIMITED
LIG3	Mitochondrial neurogastrointestinal encephalomyopathy
LIG3	Mitochondrial DNA depletion syndrome 20 (MNGIE type)
LIG4	Dubowitz syndrome
LIG4	LIG4 SYNDROME
LIG4	OMENN SYNDROME
LIG4	LIG4 SYNDROME
LIG4	MYELOMA MULTIPLE AMYLOIDOSIS SYSTEMIC INCLUDED
LIG4	LIG4 SYNDROME
LIM2	Total early-onset cataract
LIM2	CATARACT 19 MULTIPLE TYPES
LIM2	Cataract 19 multiple types
LIPE	LIPE-related familial partial lipodystrophy
LIPE	LIPODYSTROPHY FAMILIAL PARTIAL TYPE 6
LIPH	Hypotrichosis simplex
LIPH	Woolly hair
LIPH	HYPOTRICHOSIS 7
LITAF	Charcot-Marie-Tooth disease type 1C
LITAF	CHARCOT-MARIE-TOOTH DISEASE DEMYELINATING TYPE 1C
LMBR1	Acheiropodia
LMBR1	Laurin-Sandrow syndrome
LMBR1	Polydactyly of a triphalangeal thumb
LMBR1	Radial hemimelia
LMBR1	Syndactyly type 4
LMBR1	Tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome
LMBR1	ACHEIROPODY
LMBR1	Laurin-Sandrow syndrome
LMBR1	POLYDACTYLY PREAXIAL II
LMBR1	SYNDACTYLY TYPE IV
LMBR1	TIBIA HYPOPLASIA OR APLASIA OF WITH POLYDACTYLY
LMBR1	TRIPHALANGEAL THUMB WITH POLYSYNDACTYLY
LMF1	Familial lipase maturation factor 1 deficiency
LMF1	Lipase deficiency combined
LMNA	Atypical Werner syndrome
LMNA	Autosomal dominant Emery-Dreifuss muscular dystrophy
LMNA	Autosomal recessive Emery-Dreifuss muscular dystrophy
LMNA	Autosomal semi-dominant severe lipodystrophic laminopathy
LMNA	Charcot-Marie-Tooth disease type 2B1
LMNA	Congenital muscular dystrophy due to LMNA mutation
LMNA	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
LMNA	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation
LMNA	Familial isolated arrhythmogenic ventricular dysplasia biventricular form
LMNA	Familial isolated arrhythmogenic ventricular dysplasia left dominant form
LMNA	Familial isolated arrhythmogenic ventricular dysplasia right dominant form
LMNA	Familial isolated dilated cardiomyopathy
LMNA	Familial partial lipodystrophy Dunnigan type
LMNA	Familial partial lipodystrophy Kobberling type
LMNA	HEART-HAND SYNDROME SLOVENIAN TYPE
LMNA	HUTCHINSON-GILFORD PROGERIA SYNDROME
LMNA	LMNA-related cardiocutaneous progeria syndrome
LMNA	Left ventricular noncompaction
LMNA	MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY
LMNA	Restrictive dermopathy
LMNA	CARDIOMYOPATHY DILATED 1A
LMNA	CARDIOMYOPATHY DILATED WITH HYPERGONADOTROPIC HYPOGONADISM
LMNA	CHARCOT-MARIE-TOOTH DISEASE AXONAL TYPE 2B1
LMNA	EMERY-DREIFUSS MUSCULAR DYSTROPHY 2 AUTOSOMAL DOMINANT
LMNA	EMERY-DREIFUSS MUSCULAR DYSTROPHY 3 AUTOSOMAL RECESSIVE
LMNA	HEART-HAND SYNDROME SLOVENIAN TYPE
LMNA	HUTCHINSON-GILFORD PROGERIA SYNDROME
LMNA	LIPODYSTROPHY FAMILIAL PARTIAL TYPE 2
LMNA	MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY
LMNA	MUSCULAR DYSTROPHY CONGENITAL LMNA-RELATED
LMNA	Restrictive dermopathy 2
LMNA	Charcot-Marie-Tooth disease type 2B1
LMNA	Emery-Dreifuss muscular dystrophy type 2
LMNA	FAMILIAL PARTIAL LIPODYSTROPHY TYPE 2
LMNA	HEART-HAND SYNDROME SLOVENIAN TYPE
LMNA	HUTCHINSON-GILFORD PROGERIA SYNDROME
LMNA	Lethal tight skin contracture syndrome
LMNA	LMNA-related DCM
LMNA	LIPODYSTROPHY FAMILIAL PARTIAL TYPE 2
LMNA	RESTRICTIVE DERMOPATHY LETHAL
LMNA	B-cell acute lymphoblastic leukemia
LMNA	Breast Carcinoma by Gene Expression Profile
LMNA	Burkitts lymphoma
LMNA	Endometrial Endometrioid Adenocarcinoma
LMNA	Gallbladder Small Cell Neuroendocrine Carcinoma
LMNA	Gastric Adenoma
LMNA	Hepatobiliary Neoplasm
LMNA	ND
LMNA	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
LMNA	Pancreatic Acinar Cell Carcinoma
LMNA	Placental Choriocarcinoma
LMNA	Uterine Carcinosarcoma
LMNA	Acute myeloid leukemia
LMNA	Basal cell carcinoma
LMNA	bile duct carcinoma
LMNA	bladder transitional cell carcinoma
LMNA	brain glioblastoma
LMNA	Breast carcinoma
LMNA	breast ductal adenocarcinoma
LMNA	cecum adenocarcinoma
LMNA	cervical squamous cell carcinoma
LMNA	Chronic lymphocytic leukemia
LMNA	Clear cell renal carcinoma
LMNA	colon adenocarcinoma
LMNA	colon carcinoma
LMNA	colorectal adenocarcinoma
LMNA	diffuse large B-cell lymphoma
LMNA	gastric adenocarcinoma
LMNA	head and neck squamous cell carcinoma
LMNA	Hepatocellular Carcinoma
LMNA	kidney neoplasm
LMNA	Lung adenocarcinoma
LMNA	Lung carcinoma
LMNA	lymphoid neoplasm
LMNA	Melanoma
LMNA	Multiple myeloma
LMNA	Neoplasm
LMNA	pancreatic carcinoma
LMNA	pancreatic ductal adenocarcinoma
LMNA	pancreatic neuroendocrine tumor
LMNA	prostate adenocarcinoma
LMNA	prostate carcinoma
LMNA	rectal adenocarcinoma
LMNA	skin carcinoma
LMNA	Small cell lung carcinoma
LMNA	soft tissue sarcoma
LMNA	squamous cell lung carcinoma
LMNA	thyroid carcinoma
LMNA	thyroid neoplasm
LMNB1	Adult-onset autosomal dominant leukodystrophy
LMNB1	Autosomal dominant primary microcephaly
LMNB1	LEUKODYSTROPHY DEMYELINATING ADULT-ONSET AUTOSOMAL DOMINANT
LMNB1	MICROCEPHALY 26 PRIMARY AUTOSOMAL DOMINANT
LMNB1	LMNB1-associated developmental disorder
LMNB2	Acquired partial lipodystrophy
LMNB2	Progressive myoclonic epilepsy type 9
LMNB2	Epilepsy progressive myoclonic 9
LMNB2	LIPODYSTROPHY PARTIAL ACQUIRED SUSCEPTIBILITY TO
LMNB2	MICROCEPHALY 27 PRIMARY AUTOSOMAL DOMINANT
LMNB2	LMNB2-related Primary Microcephaly
LMOD2	Familial isolated dilated cardiomyopathy
LMOD2	Cardiomyopathy dilated 2G
LMOD3	Severe congenital nemaline myopathy
LMOD3	Typical nemaline myopathy
LMOD3	Nemaline myopathy 10
LMOD3	Nemaline myopathy 10
LMX1B	9q33.3q34.11 microdeletion syndrome
LMX1B	NAIL-PATELLA SYNDROME
LMX1B	Nail-patella-like renal disease
LMX1B	Focal Segmental Glomerulosclerosis 10
LMX1B	NAIL-PATELLA SYNDROME
LMX1B	NAIL-PATELLA SYNDROME
LPAR6	Hypotrichosis simplex
LPAR6	Woolly hair
LPAR6	HYPOTRICHOSIS 8
LRAT	Leber congenital amaurosis
LRAT	Retinitis pigmentosa
LRAT	Severe early-childhood-onset retinal dystrophy
LRAT	LEBER CONGENITAL AMAUROSIS 14
LRAT	Retinitis pigmentosa
LRAT	Leber congenital amaurosis
LRAT	LEBER CONGENITAL AMAUROSIS 14
LRIT3	Congenital stationary night blindness
LRIT3	NIGHT BLINDNESS CONGENITAL STATIONARY TYPE 1F
LRIT3	Autosomal-Recessive Complete Congenital Stationary Night Blindness
LRIT3	Night blindness congenital stationary complete 1F autosomal recessive
LRP12	Oculopharyngodistal myopathy
LRP12	OCULOPHARYNGODISTAL MYOPATHY 1
LRP2	DONNAI-BARROW SYNDROME
LRP2	DONNAI-BARROW SYNDROME
LRP2	DONNAI-BARROW SYNDROME
LRP2	Intellectual disability
LRP4	Cenani-Lenz syndrome
LRP4	Postsynaptic congenital myasthenic syndromes
LRP4	SCLEROSTEOSIS
LRP4	CENANI-LENZ SYNDACTYLY SYNDROME
LRP4	MYASTHENIC SYNDROME CONGENITAL 17
LRP4	SCLEROSTEOSIS 2
LRP4	CENANI-LENZ SYNDACTYLY SYNDROME
LRP5	Autosomal dominant osteopetrosis type 1
LRP5	ENDOSTEAL HYPEROSTOSIS WORTH TYPE
LRP5	Familial exudative vitreoretinopathy
LRP5	HYPEROSTOSIS CORTICALIS GENERALISATA
LRP5	Isolated polycystic liver disease
LRP5	LRP5-related primary osteoporosis
LRP5	OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME
